age,workclass,fnlwgt,education,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
40-50,Private,198422,*,Divorced,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
*,Private,230823,*,Married-civ-spouse,Transport-moving,Husband,White,*,0,0,40,*,<=50K
40-50,Private,278151,*,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K
40-50,Private,170230,*,Married-spouse-absent,Other-service,Not-in-family,White,Female,0,0,40,Unknown,<=50K
30-40,Self-emp-inc,236415,*,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,20,United-States,>50K
30-40,Private,115803,*,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K
50-60,Private,354024,*,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K
20-30,Private,518530,*,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
60-70,Private,78855,*,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,0,0,40,United-States,<=50K
30-40,Private,184889,*,Never-married,Other-service,Own-child,Black,Female,0,0,20,United-States,<=50K
30-40,Self-emp-inc,65624,*,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
40-50,Private,185385,*,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
50-60,Private,155594,*,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,United-States,>50K
30-40,Private,48189,*,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,<=50K
60-70,Private,180401,*,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K
40-50,Self-emp-not-inc,271828,*,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,20,United-States,<=50K
20-30,Private,54472,*,Never-married,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
40-50,Local-gov,203322,*,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,38,United-States,<=50K
20-30,Self-emp-inc,243871,*,Never-married,Adm-clerical,Own-child,White,Female,0,0,45,United-States,<=50K
50-60,Private,189528,*,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
10-20,Unknown,34019,*,Never-married,Unknown,Own-child,White,Male,0,0,20,United-States,<=50K
40-50,Self-emp-inc,352971,*,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K
40-50,Private,216907,*,Divorced,Other-service,Not-in-family,White,Male,0,0,37,United-States,<=50K
60-70,Private,22186,*,Widowed,Tech-support,Not-in-family,White,Female,0,0,35,United-States,<=50K
30-40,Private,183892,*,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
50-60,Private,185283,*,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K
20-30,Private,51961,*,Never-married,Adm-clerical,Not-in-family,Black,Male,0,0,20,United-States,<=50K
40-50,Self-emp-inc,362835,*,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
50-60,Self-emp-not-inc,183173,*,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
30-40,Private,318749,*,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,35,Germany,<=50K
30-40,Private,153790,*,Never-married,Sales,Not-in-family,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K
20-30,Private,368739,*,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
30-40,Private,149568,*,Never-married,Farming-fishing,Other-relative,Black,Male,0,0,40,United-States,<=50K
60-70,Private,56248,*,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
20-30,Private,150025,*,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,Unknown,<=50K
30-40,Self-emp-inc,103078,*,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
50-60,Private,229983,*,Married-civ-spouse,Prof-specialty,Wife,White,Female,3103,0,30,United-States,>50K
40-50,Private,384236,*,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,40,United-States,>50K
40-50,Private,210013,*,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,<=50K
30-40,Private,184659,*,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K
30-40,Private,197719,*,Never-married,Machine-op-inspct,Other-relative,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
60-70,Private,162397,*,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
20-30,State-gov,356089,*,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,40,United-States,>50K
30-40,Private,35309,*,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,0,0,40,Unknown,<=50K
30-40,Private,204640,*,Widowed,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K
10-20,Unknown,128453,*,Never-married,Unknown,Own-child,White,Female,0,0,28,United-States,<=50K
*,Self-emp-inc,96509,*,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,*,0,0,60,*,<=50K
50-60,Private,511668,*,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,43,United-States,>50K
30-40,Local-gov,258037,*,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Cuba,>50K
60-70,Self-emp-not-inc,26857,*,Widowed,Farming-fishing,Other-relative,White,Female,0,0,35,United-States,<=50K
60-70,Self-emp-inc,139272,*,Married-civ-spouse,Sales,Husband,White,Male,99999,0,60,United-States,>50K
20-30,Local-gov,210781,*,Never-married,Prof-specialty,Own-child,White,Female,0,0,15,United-States,<=50K
50-60,Private,235693,*,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,>50K
60-70,Private,210464,*,Never-married,Other-service,Other-relative,Black,Female,0,0,38,United-States,<=50K
50-60,Private,160703,*,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,48,United-States,<=50K
30-40,Private,295589,*,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,50,United-States,>50K
*,Private,158343,*,Never-married,Tech-support,Own-child,White,*,0,0,40,*,<=50K
30-40,Local-gov,108320,*,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,45,United-States,>50K
30-40,Private,180551,*,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K
20-30,Self-emp-not-inc,237466,*,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,30,United-States,>50K
40-50,Federal-gov,105936,*,Never-married,Prof-specialty,Not-in-family,White,Female,13550,0,40,United-States,>50K
50-60,Private,398212,*,Married-civ-spouse,Transport-moving,Husband,Black,Male,5013,0,40,United-States,<=50K
60-70,Unknown,110150,*,Married-civ-spouse,Unknown,Husband,White,Male,0,0,55,United-States,>50K
20-30,Private,274010,*,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,45,United-States,<=50K
30-40,Private,370183,*,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K
50-60,Self-emp-inc,258883,*,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,>50K
30-40,Private,163530,*,Divorced,Other-service,Unmarried,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K
40-50,Private,343944,*,Widowed,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
30-40,State-gov,86143,*,Never-married,Protective-serv,Other-relative,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
30-40,Private,204501,*,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,>50K
20-30,Private,163665,*,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,32,United-States,<=50K
10-20,Private,369909,*,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States,<=50K
30-40,Private,100135,*,Separated,Prof-specialty,Unmarried,White,Female,0,0,32,United-States,<=50K
50-60,Private,162301,*,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,45,United-States,<=50K
50-60,Federal-gov,425161,*,Married-civ-spouse,Sales,Husband,White,Male,15024,0,40,United-States,>50K
30-40,Private,98639,*,Never-married,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K
20-30,Private,109621,*,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
40-50,Private,224799,*,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,<=50K
20-30,State-gov,175044,*,Never-married,Protective-serv,Own-child,White,Male,0,0,40,United-States,<=50K
20-30,Private,29261,*,Never-married,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K
20-30,Private,192572,*,Never-married,Adm-clerical,Own-child,White,Female,0,0,45,United-States,<=50K
20-30,Private,198587,*,Never-married,Tech-support,Not-in-family,Black,Female,2174,0,50,United-States,<=50K
20-30,Private,274228,*,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,84,United-States,<=50K
20-30,Private,314649,*,Married-civ-spouse,Sales,Husband,Amer-Indian-Eskimo,Male,0,0,60,United-States,<=50K
30-40,Local-gov,269300,*,Married-spouse-absent,Adm-clerical,Unmarried,Black,Female,0,0,27,United-States,<=50K
20-30,Private,180758,*,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
30-40,Local-gov,166545,*,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
50-60,Self-emp-not-inc,66356,*,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,<=50K
50-60,Self-emp-not-inc,156606,*,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,30,United-States,<=50K
30-40,Federal-gov,289653,*,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,50,United-States,>50K
20-30,Private,215395,*,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
30-40,Private,311194,*,Never-married,Sales,Unmarried,Black,Female,0,0,17,United-States,<=50K
*,Private,275369,*,Separated,Handlers-cleaners,Not-in-family,Black,*,0,0,35,*,<=50K
30-40,Private,56121,*,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
40-50,Private,150011,*,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K
20-30,Private,191230,*,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0,0,25,United-States,<=50K
30-40,Private,103110,*,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,England,<=50K
30-40,Private,34173,*,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,United-States,<=50K
60-70,Private,262285,*,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,99,United-States,<=50K
40-50,Private,384795,*,Divorced,Prof-specialty,Unmarried,Black,Female,0,0,32,United-States,<=50K
40-50,Unknown,116632,*,Married-civ-spouse,Unknown,Husband,White,Male,0,0,45,United-States,>50K
60-70,Unknown,230165,*,Married-civ-spouse,Unknown,Husband,Black,Male,0,0,40,United-States,<=50K
60-70,Private,141085,*,Widowed,Priv-house-serv,Not-in-family,White,Female,0,0,8,United-States,<=50K
10-20,Private,31007,*,Never-married,Other-service,Own-child,White,Female,0,0,30,United-States,<=50K
60-70,Private,244087,*,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,50,United-States,>50K
40-50,Private,174491,*,Widowed,Other-service,Unmarried,Black,Female,0,0,30,United-States,<=50K
20-30,Private,114483,*,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K
30-40,Private,117963,*,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K
20-30,Private,110138,*,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
60-70,Private,142922,*,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
50-60,Private,136472,*,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,48,United-States,<=50K
40-50,Federal-gov,268281,*,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
20-30,Private,133061,*,Married-civ-spouse,Sales,Husband,White,Male,0,0,80,United-States,<=50K
40-50,Self-emp-inc,33729,*,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,>50K
20-30,Private,61580,*,Divorced,Adm-clerical,Other-relative,White,Female,0,0,40,United-States,<=50K
30-40,State-gov,186934,*,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
20-30,Private,423158,*,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,United-States,<=50K
30-40,Private,138441,*,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,55,United-States,<=50K
20-30,Private,160512,*,Separated,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
60-70,Private,26966,*,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
40-50,Private,301802,*,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,>50K
60-70,Unknown,176753,*,Married-civ-spouse,Unknown,Husband,White,Male,0,0,40,United-States,<=50K
30-40,Private,33983,*,Married-civ-spouse,Adm-clerical,Husband,White,Male,15024,0,40,United-States,>50K
*,Private,56536,*,Never-married,Sales,Own-child,White,*,1055,0,18,*,<=50K
50-60,Private,158746,*,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K
40-50,Self-emp-not-inc,112507,*,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
40-50,Private,196858,*,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,United-States,>50K
40-50,Private,120277,*,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,38,United-States,>50K
20-30,Private,43323,*,Never-married,Other-service,Not-in-family,White,Female,0,1762,40,United-States,<=50K
40-50,State-gov,205712,*,Married-civ-spouse,Other-service,Husband,White,Male,0,0,38,United-States,<=50K
30-40,Private,184306,*,Never-married,Transport-moving,Own-child,White,Male,0,1980,60,United-States,<=50K
40-50,Private,167725,*,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
30-40,Self-emp-not-inc,343021,*,Never-married,Sales,Not-in-family,White,Male,0,0,65,United-States,<=50K
20-30,Private,111676,*,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
20-30,Private,107998,*,Divorced,Machine-op-inspct,Own-child,White,Female,0,0,40,United-States,<=50K
60-70,Self-emp-inc,267101,*,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,<=50K
30-40,Private,186420,*,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
20-30,Private,172232,*,Never-married,Adm-clerical,Own-child,White,Male,0,0,48,United-States,<=50K
30-40,Private,252662,*,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
40-50,Private,344415,*,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,0,0,37,United-States,>50K
40-50,Private,586657,*,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,Japan,>50K
30-40,Private,81965,*,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,United-States,<=50K
30-40,Private,215392,*,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
30-40,Private,118056,*,Married-spouse-absent,Exec-managerial,Unmarried,White,Female,0,0,45,United-States,<=50K
60-70,Self-emp-not-inc,131417,*,Married-civ-spouse,Farming-fishing,Husband,White,Male,1797,0,21,United-States,<=50K
20-30,State-gov,260754,*,Never-married,Protective-serv,Not-in-family,Black,Male,0,0,40,United-States,<=50K
50-60,Self-emp-inc,561489,*,Divorced,Exec-managerial,Not-in-family,Black,Female,0,0,50,United-States,<=50K
20-30,Unknown,262241,*,Never-married,Unknown,Other-relative,White,Male,0,0,40,United-States,<=50K
30-40,Private,35330,*,Divorced,Craft-repair,Not-in-family,White,Male,0,1669,55,United-States,<=50K
50-60,Private,233369,*,Widowed,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K
60-70,Self-emp-not-inc,166153,*,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K
20-30,Private,238831,*,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K
30-40,Private,41490,*,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
20-30,Private,141323,*,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,<=50K
10-20,Private,198943,*,Never-married,Other-service,Own-child,White,Female,0,0,35,United-States,<=50K
30-40,Self-emp-not-inc,30973,*,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
40-50,Private,196029,*,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,48,United-States,>50K
30-40,Private,329026,*,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K
40-50,Self-emp-not-inc,82098,*,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,65,United-States,<=50K
40-50,Private,330087,*,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,45,United-States,>50K
30-40,Private,196396,*,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
40-50,Unknown,89806,*,Divorced,Unknown,Not-in-family,Amer-Indian-Eskimo,Female,0,0,35,United-States,<=50K
20-30,Unknown,224421,*,Divorced,Unknown,Own-child,White,Male,0,0,40,United-States,<=50K
40-50,Private,266281,*,Never-married,Machine-op-inspct,Unmarried,Black,Female,6849,0,40,United-States,<=50K
30-40,Private,195891,*,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,55,United-States,<=50K
60-70,Unknown,331527,*,Married-civ-spouse,Unknown,Husband,White,Male,0,0,40,United-States,<=50K
30-40,State-gov,116677,*,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
60-70,Unknown,209137,*,Married-civ-spouse,Unknown,Husband,White,Male,0,0,40,United-States,<=50K
40-50,Private,175641,*,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
30-40,Private,236861,*,Never-married,Exec-managerial,Not-in-family,White,Male,0,1876,45,United-States,<=50K
20-30,Private,35633,*,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
30-40,Private,170861,*,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
60-70,Private,250068,*,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
40-50,Self-emp-not-inc,33310,*,Divorced,Other-service,Not-in-family,White,Female,0,2339,35,United-States,<=50K
40-50,Self-emp-inc,140365,*,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,55,United-States,>50K
40-50,Self-emp-not-inc,43479,*,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
20-30,Local-gov,216013,*,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
20-30,Private,419394,*,Never-married,Sales,Own-child,Black,Male,0,0,9,United-States,<=50K
40-50,Private,346847,*,Separated,Prof-specialty,Other-relative,White,Female,0,0,40,United-States,<=50K
50-60,Self-emp-inc,186791,*,Married-civ-spouse,Transport-moving,Wife,White,Female,0,0,40,United-States,>50K
