age,workclass,fnlwgt,education,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
30-40,Private,151771,Basic,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,North-America,<=50K
40-50,Private,181652,Secondary,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,North-America,<=50K
20-30,Private,31659,Secondary,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,North-America,<=50K
20-30,Private,135520,Secondary,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,North-America,<=50K
40-50,Federal-gov,160467,Higher,Divorced,Prof-specialty,Unmarried,White,Female,1506,0,40,North-America,<=50K
40-50,Self-emp-inc,191277,Higher,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,North-America,>50K
50-60,Private,283743,Secondary,Married-civ-spouse,Transport-moving,Husband,White,Male,0,2002,40,North-America,<=50K
20-30,Private,186294,Secondary,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,50,North-America,<=50K
40-50,Private,384508,Higher,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,North-America,>50K
70-80,Private,247355,Secondary,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,16,North-America,<=50K
30-40,Private,173175,Higher,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,50,North-America,>50K
60-70,Local-gov,149281,Secondary,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,North-America,<=50K
40-50,State-gov,160369,Higher,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,North-America,>50K
20-30,Private,294400,Basic,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,North-America,<=50K
*,Unknown,47713,*,Never-married,Unknown,Own-child,White,*,0,0,40,*,<=50K
40-50,Private,209182,Basic,Separated,Other-service,Unmarried,White,Female,0,0,40,North-America,<=50K
20-30,Private,39927,Secondary,Never-married,Other-service,Not-in-family,White,Male,0,0,8,North-America,<=50K
50-60,Local-gov,154779,Secondary,Divorced,Adm-clerical,Not-in-family,Black,Female,0,0,40,North-America,<=50K
10-20,Unknown,48703,Basic,Never-married,Unknown,Own-child,White,Female,0,0,30,North-America,<=50K
30-40,Private,214816,Secondary,Never-married,Craft-repair,Not-in-family,White,Female,0,0,40,North-America,<=50K
30-40,Private,156728,Secondary,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,North-America,<=50K
10-20,Private,120243,Basic,Never-married,Other-service,Own-child,White,Male,0,0,10,North-America,<=50K
50-60,Private,251487,Basic,Widowed,Machine-op-inspct,Not-in-family,Amer-Indian-Eskimo,Female,0,0,40,North-America,<=50K
40-50,Private,433665,Basic,Separated,Other-service,Unmarried,White,Female,0,0,40,North-America,<=50K
50-60,Private,95435,Basic,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1579,65,North-America,<=50K
40-50,Private,115411,Secondary,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,North-America,<=50K
20-30,Private,69847,Higher,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Female,0,0,20,North-America,<=50K
30-40,Private,229051,Secondary,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,52,North-America,<=50K
30-40,Private,116539,Higher,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,55,North-America,>50K
*,Private,39014,*,Married-civ-spouse,Priv-house-serv,Wife,Other,*,0,0,40,*,<=50K
40-50,Self-emp-inc,83348,Secondary,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,North-America,<=50K
50-60,Local-gov,233734,Higher,Divorced,Prof-specialty,Not-in-family,Black,Female,0,0,40,North-America,>50K
60-70,Private,88470,Secondary,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,North-America,<=50K
30-40,Private,161141,Secondary,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,North-America,<=50K
40-50,Private,196029,Secondary,Divorced,Transport-moving,Unmarried,White,Male,0,0,45,North-America,<=50K
10-20,Private,127388,Basic,Never-married,Other-service,Not-in-family,White,Female,0,0,25,North-America,<=50K
20-30,Private,153082,Secondary,Never-married,Sales,Not-in-family,White,Male,0,0,30,North-America,<=50K
20-30,Private,140863,Secondary,Never-married,Transport-moving,Not-in-family,White,Male,0,0,60,North-America,<=50K
30-40,Private,130057,Higher,Never-married,Craft-repair,Not-in-family,White,Male,0,0,45,North-America,<=50K
40-50,Self-emp-inc,138991,Secondary,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,North-America,>50K
30-40,Self-emp-not-inc,361888,Higher,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,Asia,<=50K
40-50,Private,159550,Secondary,Divorced,Adm-clerical,Not-in-family,Black,Female,0,0,40,North-America,<=50K
40-50,Federal-gov,117628,Secondary,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,North-America,>50K
*,Private,217039,*,Never-married,Adm-clerical,Own-child,White,*,0,0,28,*,<=50K
30-40,Private,101697,Higher,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,North-America,<=50K
30-40,Private,129573,Secondary,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,41,North-America,<=50K
50-60,Private,174040,Secondary,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,40,North-America,<=50K
20-30,Private,210812,Secondary,Divorced,Craft-repair,Not-in-family,White,Male,0,0,43,North-America,<=50K
20-30,Private,174592,Secondary,Never-married,Other-service,Own-child,White,Female,0,0,25,North-America,<=50K
50-60,Private,372020,Secondary,Married-civ-spouse,Sales,Husband,White,Male,5013,0,50,North-America,<=50K
30-40,Private,346275,Basic,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,43,North-America,<=50K
20-30,Private,176683,Higher,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,Europe,<=50K
20-30,Private,51136,Secondary,Never-married,Tech-support,Not-in-family,White,Female,0,0,60,North-America,<=50K
30-40,Private,243776,Secondary,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,North-America,<=50K
50-60,Self-emp-not-inc,156951,Higher,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,3103,0,40,North-America,>50K
20-30,Private,176321,Secondary,Never-married,Adm-clerical,Other-relative,White,Female,0,0,20,North-America,<=50K
60-70,Unknown,38317,Basic,Divorced,Unknown,Not-in-family,White,Female,0,0,20,North-America,<=50K
20-30,Private,197666,Secondary,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,24,Europe,<=50K
20-30,Private,201680,Secondary,Never-married,Adm-clerical,Unmarried,White,Male,0,0,60,North-America,<=50K
*,State-gov,194260,*,Never-married,Adm-clerical,Own-child,White,*,0,0,15,*,<=50K
20-30,Self-emp-not-inc,35032,Higher,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,North-America,<=50K
20-30,Private,414812,Basic,Never-married,Craft-repair,Own-child,White,Male,0,0,40,North-America,<=50K
30-40,State-gov,150566,Secondary,Separated,Craft-repair,Not-in-family,White,Male,0,0,44,North-America,<=50K
40-50,Private,109762,Secondary,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,North-America,<=50K
30-40,Federal-gov,223267,Secondary,Divorced,Protective-serv,Own-child,White,Male,0,0,72,North-America,<=50K
20-30,Private,112847,Secondary,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,North-America,<=50K
50-60,Private,256861,Secondary,Married-civ-spouse,Sales,Husband,White,Male,0,0,80,North-America,<=50K
20-30,Private,329530,Basic,Never-married,Priv-house-serv,Own-child,White,Male,0,0,40,North-America,<=50K
30-40,Private,224584,Secondary,Divorced,Sales,Unmarried,Black,Female,0,0,40,North-America,<=50K
20-30,State-gov,196827,Higher,Never-married,Tech-support,Own-child,White,Male,0,0,10,North-America,<=50K
*,Private,263340,*,Never-married,Other-service,Own-child,White,*,0,0,15,*,<=50K
60-70,Self-emp-inc,148577,Secondary,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,North-America,>50K
40-50,Unknown,254630,Higher,Divorced,Unknown,Not-in-family,White,Male,0,0,80,North-America,<=50K
30-40,Private,35330,Secondary,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,North-America,<=50K
60-70,Private,56009,Secondary,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,North-America,<=50K
40-50,Federal-gov,68729,Higher,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,40,North-America,>50K
40-50,Self-emp-inc,136878,Secondary,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,North-America,>50K
30-40,Private,193961,Secondary,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,Asia,>50K
20-30,Private,299765,Secondary,Separated,Adm-clerical,Other-relative,Black,Female,0,0,40,North-America,<=50K
20-30,Private,298227,Secondary,Never-married,Sales,Not-in-family,White,Male,0,0,35,North-America,<=50K
10-20,Private,169745,Basic,Never-married,Other-service,Own-child,White,Female,0,0,40,North-America,<=50K
30-40,State-gov,747719,Higher,Married-civ-spouse,Prof-specialty,Wife,White,Female,15024,0,50,North-America,>50K
20-30,Private,112847,Secondary,Married-civ-spouse,Transport-moving,Own-child,Other,Male,0,0,40,North-America,<=50K
40-50,State-gov,295791,Higher,Divorced,Adm-clerical,Unmarried,White,Female,0,0,38,North-America,<=50K
20-30,Unknown,195143,Secondary,Never-married,Unknown,Own-child,White,Female,0,0,29,North-America,<=50K
40-50,Private,169953,Secondary,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,North-America,<=50K
30-40,Private,110978,Higher,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,0,0,40,North-America,<=50K
40-50,Self-emp-not-inc,215219,Basic,Separated,Other-service,Unmarried,White,Female,0,0,30,North-America,<=50K
60-70,Private,88055,Higher,Married-civ-spouse,Prof-specialty,Husband,White,Male,3781,0,16,North-America,<=50K
50-60,Private,287317,Secondary,Divorced,Machine-op-inspct,Unmarried,Black,Male,0,0,32,North-America,<=50K
30-40,Private,194630,Secondary,Divorced,Sales,Unmarried,White,Female,0,0,40,North-America,<=50K
40-50,Private,38397,Secondary,Divorced,Other-service,Not-in-family,White,Female,0,0,40,North-America,<=50K
20-30,Unknown,296613,Secondary,Never-married,Unknown,Own-child,White,Female,0,0,32,North-America,<=50K
40-50,Local-gov,219632,Higher,Separated,Exec-managerial,Not-in-family,White,Male,0,1408,40,North-America,<=50K
30-40,Self-emp-inc,184456,Higher,Never-married,Tech-support,Not-in-family,White,Male,27828,0,55,North-America,>50K
20-30,Private,122322,Secondary,Never-married,Other-service,Own-child,White,Female,0,0,60,North-America,<=50K
50-60,Self-emp-inc,334273,Higher,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,65,North-America,>50K
30-40,Private,119957,Higher,Separated,Other-service,Unmarried,Black,Female,0,0,35,North-America,<=50K
20-30,Private,72310,Basic,Never-married,Transport-moving,Not-in-family,White,Male,0,0,65,North-America,<=50K
50-60,Private,113176,Secondary,Divorced,Sales,Not-in-family,White,Female,2597,0,40,North-America,<=50K
20-30,Private,228608,Secondary,Never-married,Craft-repair,Other-relative,Asian-Pac-Islander,Female,0,0,40,Asia,<=50K
20-30,Private,113464,Basic,Never-married,Other-service,Own-child,Other,Male,0,0,35,North-America,<=50K
30-40,Private,92682,Secondary,Never-married,Adm-clerical,Not-in-family,White,Female,4865,0,40,North-America,<=50K
50-60,Private,145114,Secondary,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,North-America,<=50K
20-30,Private,239632,Secondary,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,North-America,<=50K
50-60,Private,168001,Higher,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,North-America,>50K
20-30,Private,341294,Secondary,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,North-America,<=50K
30-40,Private,390879,Higher,Divorced,Prof-specialty,Unmarried,White,Female,0,0,36,North-America,<=50K
*,Unknown,87247,*,Divorced,Unknown,Not-in-family,White,*,0,0,40,*,<=50K
40-50,Private,315984,Secondary,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,North-America,<=50K
20-30,Private,176137,Secondary,Never-married,Other-service,Own-child,White,Female,0,0,32,North-America,<=50K
*,Private,389143,*,Never-married,Sales,Own-child,White,*,0,0,40,*,<=50K
50-60,Self-emp-not-inc,30008,Basic,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,35,North-America,<=50K
60-70,Unknown,143118,Secondary,Widowed,Unknown,Unmarried,White,Female,0,2206,10,North-America,<=50K
40-50,Federal-gov,219240,Secondary,Divorced,Adm-clerical,Unmarried,White,Female,0,0,22,North-America,<=50K
30-40,Private,165226,Secondary,Divorced,Other-service,Not-in-family,White,Female,0,0,40,North-America,<=50K
20-30,Private,241185,Secondary,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,North-America,<=50K
20-30,Private,87507,Higher,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,60,Asia,<=50K
10-20,Private,175465,Basic,Never-married,Other-service,Own-child,White,Female,0,0,14,North-America,<=50K
40-50,Self-emp-inc,170850,Secondary,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,North-America,>50K
20-30,Private,112847,Higher,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,7298,0,32,North-America,>50K
30-40,Private,115834,Higher,Married-civ-spouse,Exec-managerial,Wife,White,Female,7298,0,55,North-America,>50K
40-50,Self-emp-inc,188436,Higher,Married-civ-spouse,Exec-managerial,Husband,White,Male,5013,0,45,North-America,<=50K
40-50,Private,415051,Secondary,Married-civ-spouse,Sales,Husband,Black,Male,0,0,60,North-America,>50K
40-50,Federal-gov,57924,Secondary,Never-married,Protective-serv,Own-child,White,Male,0,0,40,North-America,<=50K
40-50,Private,76482,Secondary,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,North-America,<=50K
30-40,Private,203488,Secondary,Divorced,Sales,Not-in-family,White,Male,0,0,40,North-America,<=50K
50-60,Private,176118,Secondary,Married-civ-spouse,Craft-repair,Husband,White,Male,3103,0,40,North-America,>50K
50-60,Private,348099,Secondary,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,1590,40,North-America,<=50K
40-50,Private,37869,Secondary,Married-civ-spouse,Sales,Husband,White,Male,0,1902,40,North-America,>50K
*,Private,118376,*,Never-married,Other-service,Own-child,White,*,0,0,15,*,<=50K
20-30,Private,253814,Secondary,Divorced,Other-service,Unmarried,White,Female,0,0,35,North-America,<=50K
30-40,Private,79712,Higher,Married-civ-spouse,Prof-specialty,Husband,Other,Male,0,0,40,North-America,<=50K
20-30,Private,263641,Secondary,Divorced,Sales,Other-relative,White,Female,0,0,40,North-America,<=50K
40-50,Private,303291,Secondary,Married-civ-spouse,Other-service,Wife,White,Female,0,0,35,North-America,<=50K
20-30,Private,88926,Secondary,Never-married,Prof-specialty,Own-child,White,Male,0,0,10,North-America,<=50K
50-60,Private,289390,Secondary,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,47,North-America,<=50K
30-40,Local-gov,301614,Higher,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,48,North-America,>50K
40-50,Private,192835,Secondary,Married-civ-spouse,Other-service,Husband,White,Male,3942,0,40,North-America,<=50K
70-80,Private,149912,Higher,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,10,North-America,<=50K
30-40,Private,340260,Secondary,Divorced,Craft-repair,Unmarried,White,Female,0,0,48,North-America,<=50K
40-50,Private,140581,Secondary,Widowed,Other-service,Unmarried,Black,Female,0,0,40,North-America,<=50K
50-60,Private,384248,Secondary,Divorced,Exec-managerial,Unmarried,Black,Female,0,0,50,North-America,<=50K
30-40,Self-emp-inc,202153,Higher,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,North-America,<=50K
30-40,Private,269042,Secondary,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,0,0,40,Asia,<=50K
20-30,Private,224634,Higher,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,45,North-America,>50K
30-40,Private,125279,Secondary,Married-spouse-absent,Sales,Unmarried,White,Male,0,0,40,North-America,<=50K
60-70,Private,144137,Secondary,Divorced,Priv-house-serv,Other-relative,White,Female,0,0,30,North-America,<=50K
20-30,Self-emp-not-inc,175406,Higher,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,30,North-America,>50K
20-30,Private,279145,Secondary,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,North-America,<=50K
50-60,Private,166758,Secondary,Divorced,Other-service,Not-in-family,White,Female,0,0,15,North-America,<=50K
20-30,Private,112668,Secondary,Never-married,Other-service,Own-child,White,Female,0,0,20,North-America,<=50K
30-40,State-gov,513416,Higher,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,10,North-America,<=50K
30-40,Self-emp-not-inc,195744,Secondary,Divorced,Craft-repair,Not-in-family,White,Male,0,0,50,North-America,<=50K
30-40,Private,405644,Basic,Married-spouse-absent,Farming-fishing,Other-relative,White,Male,0,0,77,North-America,<=50K
40-50,Private,226902,Higher,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,North-America,>50K
30-40,Private,149368,Secondary,Divorced,Sales,Unmarried,White,Male,1151,0,30,North-America,<=50K
60-70,Local-gov,41161,Secondary,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,North-America,<=50K
40-50,Private,442045,Secondary,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,North-America,>50K
20-30,Private,340543,Secondary,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,North-America,<=50K
50-60,Unknown,266792,Secondary,Married-civ-spouse,Unknown,Husband,White,Male,99999,0,40,North-America,>50K
50-60,Private,82783,Secondary,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,North-America,<=50K
40-50,Self-emp-inc,208802,Higher,Divorced,Prof-specialty,Unmarried,White,Male,25236,0,36,North-America,>50K
40-50,Private,107276,Higher,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,North-America,<=50K
40-50,Private,135525,Higher,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,North-America,<=50K
60-70,Unknown,143716,Higher,Married-civ-spouse,Unknown,Husband,White,Male,0,0,2,North-America,<=50K
30-40,Private,270059,Secondary,Divorced,Adm-clerical,Unmarried,White,Female,25236,0,25,North-America,>50K
50-60,State-gov,254285,Higher,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1887,70,Europe,>50K
30-40,Private,257043,Secondary,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,42,North-America,<=50K
20-30,Self-emp-inc,190911,Secondary,Never-married,Sales,Own-child,White,Male,0,0,45,North-America,<=50K
30-40,Private,109133,Secondary,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,North-America,<=50K
30-40,Private,137952,Secondary,Married-civ-spouse,Other-service,Husband,Other,Male,0,0,40,North-America,<=50K
30-40,Private,241885,Secondary,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,North-America,<=50K
30-40,Private,24266,Higher,Married-civ-spouse,Craft-repair,Husband,White,Male,7688,0,40,North-America,>50K
40-50,Private,185041,Secondary,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,75,North-America,>50K
*,Private,190487,*,Divorced,Priv-house-serv,Unmarried,White,*,0,0,28,*,<=50K
20-30,Private,177711,Secondary,Never-married,Transport-moving,Own-child,Black,Male,0,0,40,North-America,<=50K
50-60,Private,144092,Secondary,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,North-America,<=50K
60-70,Private,116230,Basic,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,North-America,<=50K
30-40,Private,44392,Secondary,Divorced,Handlers-cleaners,Own-child,White,Male,0,0,20,North-America,<=50K
20-30,Private,90277,Secondary,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,Unknown,<=50K
20-30,Private,41526,Higher,Never-married,Craft-repair,Own-child,White,Male,0,0,30,North-America,<=50K
30-40,Private,316211,Higher,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,North-America,>50K
40-50,Unknown,190205,Basic,Married-civ-spouse,Unknown,Husband,White,Male,0,0,25,North-America,<=50K
20-30,Private,37933,Secondary,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,North-America,<=50K
30-40,State-gov,193565,Higher,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,North-America,<=50K
50-60,Private,111939,Higher,Married-civ-spouse,Other-service,Husband,White,Male,0,0,35,North-America,<=50K
30-40,Private,77143,Basic,Separated,Transport-moving,Unmarried,Black,Male,0,0,40,North-America,<=50K
30-40,Self-emp-not-inc,205072,Secondary,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,48,North-America,<=50K
40-50,Private,379883,Higher,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,North-America,>50K
40-50,Private,146906,Higher,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,North-America,>50K
60-70,Unknown,135285,Secondary,Married-civ-spouse,Unknown,Husband,White,Male,0,2603,32,North-America,<=50K
50-60,Federal-gov,113398,Secondary,Never-married,Adm-clerical,Unmarried,White,Male,0,0,40,North-America,<=50K
40-50,Private,97863,Higher,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,Europe,>50K
50-60,Unknown,185936,Basic,Divorced,Unknown,Not-in-family,White,Female,0,0,15,North-America,<=50K
60-70,Unknown,315728,Secondary,Widowed,Unknown,Unmarried,White,Female,2329,0,75,North-America,<=50K
60-70,State-gov,261203,Basic,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,35,North-America,<=50K
50-60,Private,424079,Higher,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,55,North-America,>50K
50-60,Private,171338,Secondary,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,0,50,North-America,>50K
50-60,Private,311249,Secondary,Widowed,Adm-clerical,Unmarried,Black,Female,0,0,38,North-America,<=50K
*,Private,376929,*,Never-married,Priv-house-serv,Not-in-family,White,*,0,0,40,*,<=50K
20-30,Private,306908,Higher,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,North-America,>50K
30-40,Private,329425,Secondary,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,North-America,<=50K
40-50,State-gov,190044,Higher,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,50,North-America,>50K
30-40,Private,222450,Basic,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,North-America,<=50K
20-30,Private,183358,Secondary,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,North-America,<=50K
40-50,Private,174426,Secondary,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,North-America,<=50K
40-50,Private,147265,Secondary,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,North-America,>50K
50-60,Private,197189,Higher,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,North-America,<=50K
20-30,Private,283969,Secondary,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,North-America,<=50K
*,Self-emp-not-inc,104617,*,Never-married,Other-service,Other-relative,White,*,0,0,99,*,<=50K
60-70,Private,512992,Basic,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,45,North-America,<=50K
40-50,Private,183319,Basic,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,North-America,<=50K
60-70,Unknown,179981,Secondary,Married-civ-spouse,Unknown,Husband,White,Male,0,0,4,North-America,<=50K
20-30,Private,248533,Secondary,Never-married,Sales,Other-relative,Black,Female,0,0,40,North-America,<=50K
40-50,Private,191893,Secondary,Never-married,Other-service,Own-child,White,Female,0,0,24,North-America,<=50K
20-30,Private,141350,Higher,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,North-America,<=50K
50-60,Private,150930,Higher,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,North-America,<=50K
40-50,Private,187901,Secondary,Divorced,Farming-fishing,Not-in-family,White,Male,0,2258,44,North-America,>50K
20-30,Private,420973,Higher,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,North-America,<=50K
20-30,Private,147889,Higher,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,40,North-America,<=50K
40-50,Self-emp-not-inc,355918,Higher,Separated,Craft-repair,Not-in-family,White,Male,0,0,35,North-America,<=50K
20-30,Private,90692,Higher,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Female,0,0,40,Asia,<=50K
20-30,Private,212793,Secondary,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,North-America,<=50K
30-40,Private,62374,Higher,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,North-America,<=50K
40-50,Private,166662,Higher,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,North-America,>50K
10-20,Unknown,124651,Basic,Never-married,Unknown,Own-child,Black,Male,0,0,25,North-America,<=50K
40-50,Federal-gov,219266,Secondary,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,North-America,>50K
10-20,Private,152652,Basic,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,25,North-America,<=50K
30-40,Private,22463,Secondary,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,North-America,<=50K
20-30,Private,178688,Higher,Never-married,Craft-repair,Other-relative,White,Male,0,0,40,North-America,<=50K
40-50,Unknown,189564,Higher,Married-civ-spouse,Unknown,Wife,White,Female,0,0,1,North-America,<=50K
